100
0	0
124	31
43	-99
36	-181
-13	-103
22	-14
-58	-148
-120	-81
-42	-157
110	141
-26	179
26	-72
97	114
-78	-148
-144	-79
-175	69
-60	-183
198	17
-141	-142
36	182
103	-97
-150	36
43	-89
-2	191
20	72
98	104
3	-48
113	113
-141	-90
79	-28
76	-83
-49	9
-80	76
67	-98
-82	48
-48	40
153	67
46	-35
26	48
143	-56
-108	-46
-155	39
-120	65
-119	112
121	-98
55	102
25	119
106	115
-110	-76
72	-50
-101	-138
39	142
115	-3
13	193
-2	198
-35	-1
36	-156
-51	150
8	-6
56	-65
-117	-142
108	-95
-55	99
119	-129
96	68
-62	162
-18	-182
78	68
93	-59
69	-71
-122	62
27	84
-106	-169
-186	37
42	-32
14	108
-120	-87
20	-128
-35	55
-108	14
-72	32
10	-84
186	44
-192	39
53	123
72	-148
-90	163
21	-156
22	33
-132	-10
136	120
88	78
-19	-41
-94	-140
-106	-71
165	74
-178	50
30	-89
-94	-176
-23	15
