100
0	0
58	-58
127	62
40	78
28	192
32	-145
60	-3
-182	-22
-135	101
67	26
50	100
51	99
93	163
47	-61
-76	76
77	-56
-39	-41
-13	171
113	-108
-27	-131
91	11
181	68
-142	-103
-104	-37
128	-139
22	-123
-51	-111
-180	-25
61	152
5	51
-117	77
-132	-137
-11	-166
119	-102
-109	-167
-80	-81
-37	144
61	152
126	51
-19	13
87	25
14	-6
139	91
-104	-45
17	59
-63	-106
-132	59
11	53
-126	65
133	-52
-2	169
65	-44
81	-139
26	119
29	87
-59	-94
163	-86
-30	33
-136	-100
54	-72
52	-95
-107	-130
92	65
149	-11
170	-73
74	-163
-132	124
104	141
-3	-124
-38	-113
144	-126
138	50
99	-119
192	-35
89	-67
-87	148
-84	-78
60	-82
132	77
70	-80
-143	38
-61	160
53	-152
-16	175
28	78
160	47
-27	105
-152	-99
157	63
-126	143
117	-143
-92	-126
76	146
-96	-124
21	182
-68	37
-50	-73
190	5
-131	72
-15	-13
