100
0	0
-24	-22
-33	-79
73	43
-131	14
98	-19
-123	-32
125	137
48	-56
-29	-68
65	-137
-37	-35
90	88
171	98
77	169
42	164
18	184
51	-43
166	-1
-52	10
29	-72
66	113
181	-81
-138	-100
-124	123
52	-142
-56	181
-40	20
-23	88
30	-91
-79	-56
-59	47
21	62
78	-152
50	-177
-18	138
168	-50
0	108
-29	-185
50	181
-57	115
21	134
-158	-95
28	-114
17	185
-160	83
-83	-68
-104	-65
79	174
110	-96
100	-140
62	-76
145	76
1	-170
-22	118
169	-84
8	38
15	-127
-156	-39
-56	61
152	45
-129	-6
171	-59
-69	174
-26	-54
-160	-56
-155	97
-21	-15
175	-10
-84	22
-58	-163
5	-33
82	33
25	120
106	-81
24	49
67	43
-1	-14
-120	24
-25	108
-119	65
126	-1
24	34
-135	-63
65	139
20	78
-46	62
-19	23
50	160
-144	-86
-5	-110
54	-76
-90	38
-92	-149
13	-86
-125	103
53	-67
38	117
-28	90
11	-29
